"genre","color","size","top","left"
"bow pop","rgb(91, 154, 142)",0.0833333333333333,28.5843210396486,27
"canzone d'autore","rgb(115, 143, 7)",0.0333333333333333,28.9272606943024,43.7333333333333
"arkansas indie","rgb(145, 136, 26)",0,41.4896817279345,36
"brazilian neo-psychedelic","rgb(153, 130, 83)",0,39.762950484327,26.7333333333333
"neo kyma","rgb(104, 152, 38)",0,25.9972324168221,41.2666666666667
"experimental folk","rgb(92, 153, 108)",0,28.7347331688827,25.2
"neo-trad doom metal","rgb(169, 119, 69)",0,47.3377053125564,17.3333333333333
"classic czech pop","rgb(131, 138, 7)",0.0166666666666667,35.1061909632393,42.9333333333333
"finnish worship","rgb(142, 141, 13)",0,60.4235605559232,39.7333333333333
"post-teen pop","rgb(178, 132, 6)",0.566666666666667,80.1636483966067,49.8666666666667
"honky-tonk piano","rgb(125, 145, 173)",0,31.4481679802659,64.9333333333333
"classic belgian pop","rgb(156, 134, 8)",0.0166666666666667,61.163588231755,49.4
"musica colombiana instrumental","rgb(119, 161, 93)",0,34.5586908128271,59.2
"scottish rock","rgb(170, 123, 30)",0.05,60.1468022381325,28.8666666666667
"experimental black metal","rgb(190, 79, 137)",0,48.173996751098,10.6666666666667
"retro soul","rgb(161, 129, 19)",0.0333333333333333,58.9856206004452,55.6
"lebanese pop","rgb(158, 130, 12)",0.0166666666666667,50.8633656218037,47.6666666666667
"ngoni","rgb(139, 143, 55)",0,40.009626376271,68.8666666666667
"cali rap","rgb(166, 134, 2)",0.133333333333333,65.4352927020035,72
"piano cover","rgb(44, 176, 231)",0.05,15.3961855484026,53.2666666666667
"yunnan traditional","rgb(68, 149, 44)",0,22.2068467601227,47.8666666666667
"asmr","rgb(143, 0, 156)",0.0333333333333333,31.9655857048312,23.5333333333333
"drill and bass","rgb(171, 121, 158)",0.0166666666666667,76.9448288309969,55.3333333333333
"no wave","rgb(154, 114, 99)",0.0166666666666667,54.4792732085915,40.0666666666667
"fourth world","rgb(82, 148, 175)",0.0333333333333333,30.0523434209735,24.6666666666667
"skweee","rgb(161, 136, 136)",0,85.3618915829372,73
"chill groove","rgb(152, 148, 183)",0,86.5712051019794,69.3333333333333
"danish techno","rgb(174, 141, 192)",0,93.0389266590458,78.4
"commons","rgb(129, 145, 116)",0,59.5511702063654,45.6
"bass music","rgb(169, 136, 153)",0.0333333333333333,80.8856266169304,62.4
"vaporwave","rgb(150, 132, 159)",0.0333333333333333,59.4067745623007,35.1333333333333
"chant basque","rgb(119, 132, 52)",0,28.4820407917694,38.6
"dutch disney","rgb(112, 138, 5)",0,28.2774802960111,47.8666666666667
"canadian classical","rgb(34, 159, 149)",0.0166666666666667,6.88887551892185,17.9333333333333
"vlaamse cabaret","rgb(133, 111, 8)",0,31.3037723362012,67.7333333333333
"russian trance","rgb(220, 121, 129)",0,92.2267011611816,36.2666666666667
"nordic folk","rgb(91, 159, 67)",0.0166666666666667,27.0260513807833,31
"nederlandse hardstyle","rgb(224, 114, 39)",0.0166666666666667,89.6937609048794,55.1333333333333
"metal salvadoreno","rgb(208, 93, 54)",0,47.5603152638229,26.7333333333333
"classic schlager","rgb(154, 133, 6)",0.05,49.1065519523494,45.1333333333333
"jazz vibraphone","rgb(89, 150, 93)",0,21.0396486372661,62.8666666666667
"ohio indie","rgb(160, 124, 45)",0,43.9624571325432,27.9333333333333
"zambian pop","rgb(177, 135, 6)",0,66.6385897358763,63.6666666666667
"swedish singer-songwriter","rgb(111, 152, 39)",0.0333333333333333,31.2977558510318,38.7333333333333
"devon indie","rgb(147, 137, 13)",0,52.6622946874436,37.8
"mod revival","rgb(187, 112, 24)",0.0166666666666667,54.4070753865592,33.4
"nz christian","rgb(138, 141, 10)",0,50.1413874014801,29.6666666666667
"clawhammer banjo","rgb(96, 159, 108)",0,25.1669574634499,61.2
"pop costarricense","rgb(175, 139, 15)",0,69.4663377654774,68
"swamp rock","rgb(159, 120, 22)",0.0666666666666667,44.2873473316888,53.5333333333333
"christian punk","rgb(203, 105, 29)",0.0166666666666667,69.3038926659046,27.6666666666667
"welsh rock","rgb(183, 118, 25)",0.0333333333333333,66.9093315684977,27
"deep turkish pop","rgb(175, 132, 7)",0.05,71.4457613861982,53.5333333333333
"indonesian city pop","rgb(142, 148, 14)",0.0166666666666667,53.9498225136875,40.9333333333333
"brega","rgb(150, 141, 6)",0.0333333333333333,50.3399314120691,51.1333333333333
"german cloud rap","rgb(161, 143, 17)",0.116666666666667,60.122736297455,69.6
"classic portuguese pop","rgb(172, 132, 5)",0.0166666666666667,70.6937007400277,55
"japanese indie rock","rgb(196, 114, 31)",0.0166666666666667,75.5550207568738,24.8
"mainland chinese pop","rgb(136, 150, 12)",0.0333333333333333,57.2528728716684,40.4
"rap latina","rgb(176, 139, 6)",0.0833333333333333,74.7608447145178,74.3333333333333
"poetry","rgb(53, 124, 8)",0,21.1720113109921,84.5333333333333
"string quartet","rgb(32, 167, 121)",0,4.63269358041033,24
"bossa nova","rgb(103, 148, 59)",0.1,26.0573972685157,57.2666666666667
"scottish folk","rgb(99, 161, 48)",0.0166666666666667,27.3208591540822,35.1333333333333
"medieval rock","rgb(190, 113, 36)",0.0333333333333333,69.905541182841,28.7333333333333
"maine indie","rgb(146, 135, 40)",0,38.9507249864629,35.8666666666667
"romanian folk","rgb(113, 154, 39)",0,21.3705553215811,40.5333333333333
"neo-proto","rgb(192, 106, 33)",0,58.4501534203718,29.9333333333333
"leeds indie","rgb(184, 115, 42)",0,66.3136995367306,24.9333333333333
"modern alternative rock","rgb(191, 116, 22)",0.233333333333333,73.0160640154022,27.5333333333333
"chaotic black metal","rgb(198, 68, 161)",0,48.769628782865,5.93333333333333
"polish alternative rock","rgb(180, 121, 30)",0.0166666666666667,68.8827387040491,32.5333333333333
"telugu worship","rgb(170, 132, 10)",0,72.3783165874496,63.9333333333333
"symphonic rock","rgb(149, 126, 58)",0.116666666666667,39.612538355093,29.4
"psychedelic folk","rgb(105, 147, 36)",0.0166666666666667,29.5890740629324,44.2666666666667
"german hip hop","rgb(174, 132, 22)",0.25,60.7243848143914,68.6
"uk post-punk revival","rgb(197, 109, 73)",0,63.5280669033151,26.0666666666667
"manila sound","rgb(108, 152, 13)",0.0166666666666667,32.4228385777029,33.9333333333333
"heartland rock","rgb(167, 121, 15)",0.15,48.6914144756633,35.8666666666667
"nashville indie","rgb(160, 130, 35)",0.0166666666666667,54.6296853378256,31.1333333333333
"mandopop","rgb(141, 143, 5)",0.116666666666667,56.2481198483846,39.7333333333333
"arabesk","rgb(155, 133, 7)",0.0666666666666667,45.2620179291258,45.6
"brazilian hip hop","rgb(163, 133, 15)",0.133333333333333,57.4574333674267,71.4
"psicodelia mexicana","rgb(174, 121, 110)",0,56.3263341555863,19.2666666666667
"uk alternative hip hop","rgb(169, 127, 26)",0.0666666666666667,53.2037783526864,68.8666666666667
"louvor icm","rgb(109, 157, 32)",0,42.2537753444438,28.0666666666667
"solomon islands pop","rgb(167, 142, 5)",0,81.8663136995367,67.2
"classic indo pop","rgb(141, 150, 16)",0.0333333333333333,58.8893568377354,38.9333333333333
"spanish contemporary classical","rgb(38, 157, 140)",0,7.10546898501894,23.8
"manso indie","rgb(148, 140, 41)",0.0166666666666667,57.6258949521689,38.2666666666667
"new brunswick indie","rgb(143, 139, 28)",0,48.0055351663558,38.4666666666667
"vermont indie","rgb(120, 143, 50)",0.0166666666666667,33.3072618975994,37.3333333333333
"spanish rockabilly","rgb(203, 108, 24)",0,59.1841646110342,42.1333333333333
"indy indie","rgb(139, 139, 32)",0.0166666666666667,40.9000661813369,34.2666666666667
"classic israeli pop","rgb(131, 142, 12)",0.0333333333333333,42.5305336622345,44
"arizona punk","rgb(224, 85, 43)",0,59.6293845135672,23.8
"boom bap","rgb(183, 116, 18)",0.0333333333333333,54.6657842488418,61.0666666666667
"world","rgb(146, 136, 39)",0.0666666666666667,43.793995547801,59.7333333333333
"greek psychedelic rock","rgb(170, 125, 80)",0,49.3532278442934,23.6666666666667
"wuhan indie","rgb(168, 132, 49)",0,66.6867216172312,32.6666666666667
"finnish progressive rock","rgb(158, 129, 86)",0,39.3177305817941,28.0666666666667
"gainesville indie","rgb(167, 124, 46)",0,48.4688045243968,29.9333333333333
"brazilian punk","rgb(219, 88, 26)",0.0333333333333333,58.7449611936707,27
"turkish psych","rgb(141, 132, 35)",0.0333333333333333,35.2566030924734,43.7333333333333
"christian metal","rgb(204, 96, 35)",0.0333333333333333,69.6107334095421,23.1333333333333
"lustrum","rgb(148, 139, 31)",0,61.1034233800614,61.8666666666667
"punk tuga","rgb(209, 98, 32)",0,65.4593586426809,27.4
"new mexico music","rgb(133, 141, 13)",0,46.5194633295229,58.0666666666667
"deep pop r&b","rgb(151, 145, 3)",0.166666666666667,68.4134528608387,61.2
"volkstumliche musik","rgb(182, 131, 14)",0,72.4625473798207,53.8666666666667
"mexican pop","rgb(174, 134, 5)",0.216666666666667,73.954635701823,50.0666666666667
"rap sardegna","rgb(173, 126, 8)",0.0166666666666667,66.7890018651104,72.8666666666667
"junior eurovision","rgb(174, 137, 9)",0,80.9578244389628,50.8666666666667
"joropo","rgb(157, 145, 25)",0,27.0260513807833,62.1333333333333
"progressive metal","rgb(199, 103, 49)",0.0833333333333333,67.7696889477167,17
"chamber choir","rgb(33, 156, 64)",0,1.61843451055893,9.4
"japanese post-hardcore","rgb(215, 90, 53)",0.0166666666666667,66.8371337464653,15.2666666666667
"swedish metal","rgb(217, 81, 94)",0.05,63.3836712592503,11.8666666666667
"melodic hardcore","rgb(230, 78, 24)",0.05,59.2563624330666,19.1333333333333
"deathrash","rgb(234, 62, 83)",0.0166666666666667,55.4419108356898,15.2
"buffalo ny metal","rgb(229, 65, 92)",0,47.9513867998315,16.1333333333333
"musica ayacuchana","rgb(162, 145, 9)",0,37.5669333975092,67.3333333333333
"dutch black metal","rgb(204, 66, 149)",0,51.2905360688286,5.6
"ukrainian metal","rgb(209, 94, 105)",0,67.691474640515,12.2
"british black metal","rgb(213, 67, 113)",0,54.6296853378256,7.93333333333333
"sci-fi metal","rgb(202, 96, 96)",0,66.6145237951988,11.6
"norwegian metal","rgb(209, 77, 103)",0.0166666666666667,58.3659226280007,8.6
"florida hardcore","rgb(232, 76, 53)",0,47.1872931833223,19.2666666666667
"italian stoner rock","rgb(185, 111, 130)",0,49.6239696769147,13.2666666666667
"progressive deathcore","rgb(234, 71, 103)",0.0166666666666667,74.6044161001143,14.8
"folclor afrocolombiano","rgb(169, 136, 17)",0,48.3905902171951,73.8
"canadian black metal","rgb(200, 71, 159)",0,51.9523494374586,6.33333333333333
"experimental poetry","rgb(66, 112, 35)",0,21.8879730461464,64.6666666666667
"arab electronic","rgb(179, 143, 169)",0.0166666666666667,92.6659045785452,78.2
"rwandan traditional","rgb(86, 148, 54)",0,19.5595932856025,68.6
"downtempo","rgb(155, 138, 118)",0.1,78.6715600746044,54.6
"finnish electro","rgb(170, 135, 125)",0,86.1139522291078,54.8666666666667
"hamburg electronic","rgb(186, 134, 155)",0.0333333333333333,94.1519764153781,78.5333333333333
"reggae","rgb(138, 143, 32)",0.116666666666667,67.7817219180555,80.7333333333333
"musica nativista","rgb(122, 121, 5)",0.0333333333333333,43.0599843571386,79.3333333333333
"swedish contemporary classical","rgb(34, 156, 121)",0,8.34486492990794,15.6666666666667
"rock catala","rgb(146, 136, 19)",0.0166666666666667,49.0343541303171,45.1333333333333
"fingerstyle","rgb(77, 167, 172)",0.0333333333333333,22.1466819084291,58.8
"samba","rgb(122, 141, 26)",0.1,30.8525359484989,57.5333333333333
"blues","rgb(105, 134, 34)",0.0666666666666667,19.8183021478852,67.4666666666667
"haitian gospel","rgb(151, 138, 11)",0,49.1787497743818,40.7333333333333
"classic turkish pop","rgb(129, 138, 14)",0.0166666666666667,27.6878647494134,38.2666666666667
"rockabilly","rgb(136, 126, 19)",0.1,30.7081403044342,52.2
"indie platense","rgb(163, 134, 36)",0,57.180675049636,32.8
"sunshine pop","rgb(125, 132, 8)",0.05,33.3854762048012,44.8666666666667
"progressive alternative","rgb(183, 121, 48)",0,65.675952108778,22.5333333333333
"german punk rock","rgb(211, 101, 14)",0.0166666666666667,74.0027675831779,27.5333333333333
"cimbalom","rgb(107, 152, 108)",0,19.0421755610372,47.8666666666667
"manitoba indie","rgb(136, 141, 25)",0,45.1477047109079,36.7333333333333
"irish rock","rgb(159, 130, 28)",0.0833333333333333,59.7015823355995,30.6
"swamp pop","rgb(137, 134, 17)",0,41.712291679201,56
"indorock","rgb(154, 135, 56)",0,49.8947115095361,49.4
"oulu indie","rgb(180, 119, 31)",0,57.7041092593707,25.8
"chinese new year","rgb(156, 143, 7)",0,57.0242464352325,46.9333333333333
"belgian hardcore","rgb(219, 85, 75)",0,49.8465796281812,20
"australian post-rock","rgb(130, 144, 184)",0,45.5568257024246,20.4
"v-pop","rgb(133, 149, 5)",0.05,48.5289693760905,41.6
"spanish hip hop","rgb(185, 123, 22)",0.1,54.6657842488418,69.8
"dutch jazz","rgb(95, 145, 118)",0,25.7625894952169,48.8666666666667
"classical era","rgb(32, 163, 151)",0.05,2.72546778172192,30.3333333333333
"grime brasileiro","rgb(158, 141, 16)",0,56.00746044161,68.6
"burkinabe traditional","rgb(134, 135, 90)",0,26.6831117261296,74.3333333333333
"future rock","rgb(216, 112, 100)",0.0333333333333333,88.5987606040551,27
"spanish invasion","rgb(154, 131, 22)",0,39.1613019673906,47.3333333333333
"vancouver metal","rgb(208, 87, 89)",0,61.6388905601348,17.0666666666667
"taiwan indie","rgb(150, 136, 35)",0.0333333333333333,59.8519944648336,35.4
"blues latinoamericano","rgb(170, 125, 25)",0,51.6094097828049,43.3333333333333
"hampton roads indie","rgb(165, 132, 37)",0,50.3579808675772,30.4666666666667
"german country","rgb(160, 132, 29)",0.0166666666666667,58.7630106491787,52.5333333333333
"serbian folk","rgb(136, 143, 26)",0,29.5108597557307,36.6
"chinese indie","rgb(134, 143, 23)",0.05,49.5517718548824,36.7333333333333
"canadian indie folk","rgb(105, 153, 37)",0,31.3699536730642,35.5333333333333
"modern bollywood","rgb(139, 134, 22)",0.15,38.4994885987606,51
"progressive rock","rgb(149, 127, 60)",0.116666666666667,43.5112207448409,27.6666666666667
"christian alternative rock","rgb(167, 132, 16)",0.133333333333333,72.2880693099092,26.7333333333333
"ska espanol","rgb(205, 116, 20)",0.0166666666666667,76.4274111064316,53.7333333333333
"bangla","rgb(103, 151, 21)",0,27.2486613320498,43.5333333333333
"rap catalan","rgb(182, 131, 9)",0.0166666666666667,56.3082847000782,68.7333333333333
"thai folk","rgb(129, 143, 26)",0.0166666666666667,45.7734191685217,41.2666666666667
"norwegian alternative rock","rgb(184, 110, 74)",0,52.5178990433789,20.6666666666667
"swedish trap pop","rgb(163, 141, 12)",0.0833333333333333,55.0388063293424,67.6
"goralski","rgb(131, 146, 5)",0,44.4377594609229,52.5333333333333
"turkish singer-songwriter","rgb(136, 145, 12)",0.0333333333333333,50.7911677997714,47.1333333333333
"south african metal","rgb(219, 92, 95)",0,76.4815594729559,20
"rock gotico","rgb(192, 116, 86)",0,79.9169725046628,26.7333333333333
"assyrian pop","rgb(175, 130, 3)",0,68.7563925154925,50.2
"dutch hip hop","rgb(168, 139, 14)",0.133333333333333,69.9957884603814,73.6
"persian hip hop","rgb(175, 135, 12)",0,63.9853197761867,64.0666666666667
"chakra","rgb(45, 75, 193)",0,24.4810781541424,5.26666666666667
"guaracha","rgb(204, 125, 125)",0.0333333333333333,92.8885145298117,82.4666666666667
"polish free jazz","rgb(81, 145, 151)",0,17.483905902172,38.2666666666667
"traditional folk","rgb(86, 148, 25)",0.1,21.5570663618314,59.7333333333333
"progressive uplifting trance","rgb(224, 115, 156)",0.0166666666666667,93.5864268094579,36.4666666666667
"late romantic era","rgb(38, 154, 137)",0.05,2.28024787918898,22.4
"hawaiian punk","rgb(205, 87, 38)",0,44.0346549545755,29
"musica sergipana","rgb(150, 138, 24)",0,53.5828169183563,44.8666666666667
"canadian blues","rgb(152, 126, 14)",0,42.4583358402022,48.2
"cha-cha-cha","rgb(127, 132, 66)",0.0166666666666667,24.8661332049817,64.0666666666667
"classic australian country","rgb(124, 143, 5)",0,38.7942963720594,58.6666666666667
"malagasy pop","rgb(171, 132, 8)",0,60.8025991215932,63.5333333333333
"oaxaca indie","rgb(137, 145, 28)",0,50.189519282835,54.2666666666667
"mambo","rgb(139, 128, 70)",0.0166666666666667,26.6530293002828,67.3333333333333
"autoharp","rgb(110, 151, 40)",0,29.8177004993683,48.0666666666667
"mestissatge","rgb(188, 129, 6)",0.0166666666666667,79.9169725046628,56.8666666666667
"missouri indie","rgb(136, 138, 32)",0,42.0070994524999,37.0666666666667
"variete francaise","rgb(168, 135, 2)",0.05,62.9023524457012,47.8666666666667
"desi pop","rgb(145, 132, 21)",0.166666666666667,39.3899284038265,51.7333333333333
"frankfurt indie","rgb(194, 114, 38)",0,70.9223271764635,27.5333333333333
"musica folk asturiana","rgb(142, 145, 47)",0,42.3259731664761,24.9333333333333
"traditional country","rgb(82, 148, 18)",0.0166666666666667,20.2033571987245,60.8
"musica afroperuana","rgb(145, 138, 30)",0,40.1540220203357,73.7333333333333
"anadolu rock","rgb(142, 132, 33)",0.05,42.2357258889357,40.0666666666667
"dark folk","rgb(82, 157, 122)",0,29.4025630226821,26.2
"canadian latin","rgb(176, 132, 16)",0.0166666666666667,77.6547740809819,64.0666666666667
"musica popular amazonense","rgb(165, 136, 17)",0,54.5935864268095,56.7333333333333
"talent show","rgb(168, 135, 4)",0.166666666666667,73.2206245111606,41.8
"british alternative rock","rgb(195, 110, 24)",0.0333333333333333,71.2953492569641,22.8666666666667
"indie psychedelic rock","rgb(164, 123, 99)",0,46.158474219361,18.8
"christian music","rgb(154, 137, 15)",0.15,65.0923530473497,26.7333333333333
"nz singer-songwriter","rgb(120, 148, 24)",0.0166666666666667,41.5618795499669,37.8
"balkan trap","rgb(158, 150, 7)",0.0166666666666667,79.6642801275495,70.6666666666667
"swedish underground rap","rgb(178, 124, 19)",0,55.2614162806089,69.0666666666667
"pinoy trap","rgb(152, 146, 11)",0.0333333333333333,71.6202394561097,68.8666666666667
"arkansas hip hop","rgb(151, 148, 3)",0.0166666666666667,73.3229047590398,72.7333333333333
"canadian indigenous hip hop","rgb(157, 136, 13)",0,74.9834546657843,73.2
"colombian hip hop","rgb(171, 130, 12)",0.0333333333333333,67.3846338968774,73.1333333333333
"belgian experimental","rgb(99, 138, 162)",0,28.9272606943024,32.2666666666667
"relaxative","rgb(56, 167, 205)",0.0333333333333333,25.0165453342157,44.5333333333333
"techno","rgb(182, 136, 190)",0.0333333333333333,93.1111244810781,76.4666666666667
"j-ambient","rgb(84, 150, 179)",0.0166666666666667,29.2762168341255,28.7333333333333
"guidance","rgb(76, 107, 19)",0,31.2736899103544,80.5333333333333
"musica andina","rgb(77, 163, 152)",0.0166666666666667,26.0754467240238,42.1333333333333
"new beat","rgb(196, 121, 130)",0,94.0436796823296,66.0666666666667
"judaica","rgb(77, 145, 22)",0,29.0716563383671,47.5333333333333
"mevlevi sufi","rgb(80, 156, 92)",0,17.3575597136153,31
"cantautor","rgb(133, 141, 15)",0.133333333333333,40.3645990012635,49.4
"kabarett","rgb(121, 101, 3)",0.0333333333333333,25.7746224655556,79.6
"eau claire indie","rgb(122, 143, 60)",0.0333333333333333,33.6802839781,31.7333333333333
"death industrial","rgb(148, 93, 169)",0,42.7471271283316,8.8
"historic string quartet","rgb(36, 168, 137)",0,1.34769267793754,25.2
"spanish rock","rgb(174, 132, 14)",0.0833333333333333,70.8501293544311,37.5333333333333
"thai traditional","rgb(76, 163, 97)",0,9.06684315023163,54.2666666666667
"baroque singing","rgb(29, 170, 72)",0,8.01395824559292,26.6
"lafayette indie","rgb(159, 132, 22)",0,50.0691895794477,36.7333333333333
"brazilian ccm","rgb(128, 148, 10)",0.0333333333333333,40.4488297936346,35.5333333333333
"english indie rock","rgb(189, 119, 20)",0.0666666666666667,71.5901570302629,25.4666666666667
"filmi","rgb(136, 134, 26)",0.133333333333333,31.9716021900006,52.0666666666667
"dutch punk","rgb(221, 83, 33)",0,61.9276818482642,22.6666666666667
"malagasy folk","rgb(141, 136, 41)",0,42.4643523253715,67.1333333333333
"reunion pop","rgb(172, 137, 21)",0.0166666666666667,65.5857048312376,70.5333333333333
"rhode island rap","rgb(159, 133, 5)",0.05,56.2360868780458,65.2
"canadian contemporary r&b","rgb(144, 147, 6)",0.166666666666667,61.560676252933,54.1333333333333
"mexican post-rock","rgb(153, 139, 167)",0,50.2496841345286,22.4
"alternative metalcore","rgb(211, 95, 37)",0,70.6275194031647,23.5333333333333
"spanish psychedelic rock","rgb(180, 122, 97)",0,52.024547259491,21.5333333333333
"worcester ma indie","rgb(176, 119, 22)",0,58.5945490644366,30.7333333333333
"classic sinhala pop","rgb(148, 141, 14)",0,49.9669093315685,57.8
"albanian hip hop","rgb(179, 134, 12)",0.0666666666666667,75.3504602611155,71.5333333333333
"luxembourgian hip hop","rgb(161, 138, 10)",0,68.4916671680404,71.9333333333333
"azonto","rgb(191, 130, 9)",0.0333333333333333,72.2218879730461,74.0666666666667
"polish folk metal","rgb(188, 94, 105)",0,54.4792732085915,15.4
"west australian hip hop","rgb(175, 131, 12)",0,67.6794416701763,68.7333333333333
"bossa nova cover","rgb(109, 159, 61)",0.0333333333333333,48.0957824438963,64.4666666666667
"trot","rgb(137, 149, 16)",0,45.2199025329403,33.9333333333333
"polynesian hip hop","rgb(171, 130, 5)",0,68.3412550388063,69.4666666666667
"lovers rock","rgb(143, 145, 11)",0.05,69.7671620239456,78.4
"french contemporary classical","rgb(37, 142, 136)",0,8.71788701040852,20.1333333333333
"rakugo","rgb(78, 101, 39)",0,15.931652728476,81.3333333333333
"hindustani classical","rgb(109, 141, 95)",0,16.8220925335419,38.7333333333333
"modern free jazz","rgb(91, 139, 111)",0,21.8879730461464,45.8
"contemporary jazz","rgb(81, 149, 135)",0.05,20.425967149991,48.0666666666667
"jazz double bass","rgb(77, 147, 112)",0,17.616268575898,53.7333333333333
"chamber folk","rgb(79, 161, 60)",0,23.7049515672944,32
"wisconsin indie","rgb(151, 127, 29)",0,40.7436375669334,29.6666666666667
"classic uk pop","rgb(141, 133, 7)",0.05,44.7446002045605,48.7333333333333
"stomp and holler","rgb(130, 142, 32)",0.2,36.7065760182901,35.8666666666667
"scottish singer-songwriter","rgb(115, 148, 21)",0.0333333333333333,36.4839660670236,41.6
"vintage old-time","rgb(84, 149, 54)",0,7.64093616509236,69.4666666666667
"vintage swing","rgb(73, 139, 59)",0,10.4927501353709,76.0666666666667
"swedish indie folk","rgb(100, 159, 54)",0.0166666666666667,29.8056675290295,36.6
"beninese pop","rgb(155, 134, 27)",0,52.5419649840563,64.3333333333333
"lincoln ne indie","rgb(155, 130, 40)",0,46.1524577341917,32.2666666666667
"contemporary gospel","rgb(163, 118, 4)",0.0166666666666667,45.8576499608928,42.1333333333333
"bangladeshi rock","rgb(171, 122, 13)",0,63.1610613079839,35.6666666666667
"muzica crestina","rgb(119, 150, 20)",0,37.019433247097,33.5333333333333
"k-pop boy group","rgb(198, 125, 17)",0.2,83.3704349918777,51.4666666666667
"finnish punk","rgb(215, 89, 25)",0.0166666666666667,56.470729799651,23.6666666666667
"italian underground hip hop","rgb(185, 123, 15)",0.05,56.1578725708441,66.2
"polish post-rock","rgb(146, 141, 185)",0,58.0711148547019,18.0666666666667
"deep underground hip hop","rgb(166, 139, 6)",0.1,61.2538355092955,67.6
"spanish reggae","rgb(180, 134, 16)",0,72.2940857950785,73.6
"polish early music","rgb(34, 164, 93)",0,3.53167679441671,14.8
"coptic hymn","rgb(70, 156, 7)",0,20.3357198724505,34.6666666666667
"musica paraibana","rgb(147, 141, 22)",0,51.56127790145,58.9333333333333
"cante alentejano","rgb(57, 156, 92)",0,8.41706275194032,41.9333333333333
"chutney","rgb(140, 130, 30)",0.0166666666666667,31.002948077733,54.4666666666667
"nitzhonot","rgb(232, 117, 200)",0,97.7317850911497,61.7333333333333
"dutch singer-songwriter","rgb(100, 155, 15)",0.0166666666666667,38.6438842428253,49.2
"newcastle nsw indie","rgb(173, 120, 39)",0,56.2481198483846,28.6
"spanish new wave","rgb(186, 120, 18)",0.05,68.1427110282173,43.7333333333333
"israeli pop","rgb(143, 143, 12)",0.05,52.3674869141448,40.4
"zydeco","rgb(157, 132, 28)",0,46.8864689248541,57.8
"mariachi","rgb(100, 152, 22)",0.0666666666666667,27.4652547981469,52.4
"cypriot pop","rgb(147, 141, 9)",0,51.380783346369,43.3333333333333
"pakistani hip hop","rgb(171, 141, 10)",0.0166666666666667,69.394139943445,70.8
"swamp blues","rgb(136, 128, 36)",0,38.2648456771554,62.1333333333333
"orquesta tropical","rgb(169, 139, 12)",0,53.5407015221707,73.2
"cook islands pop","rgb(179, 132, 15)",0,75.0556524878166,63.1333333333333
"cantopop","rgb(135, 142, 4)",0.0666666666666667,52.8969376090488,41.9333333333333
"canadian psychedelic rock","rgb(176, 123, 91)",0,50.7671018590939,19.5333333333333
"classical piano duo","rgb(25, 163, 218)",0,3.23686902111785,45.8
"cumbia surena","rgb(199, 141, 14)",0,72.8716683713375,58.9333333333333
"melodic rap","rgb(148, 156, 3)",0.4,79.0626316106131,72.1333333333333
"modern samba","rgb(167, 130, 3)",0.0333333333333333,43.1381986643403,59.3333333333333
"christian hard rock","rgb(206, 110, 27)",0,79.8447746826304,18.3333333333333
"mexican thrash metal","rgb(231, 71, 76)",0,48.4688045243968,19.4
"new wave of glam metal","rgb(220, 98, 14)",0,81.011972805487,19.6666666666667
"dark black metal","rgb(217, 45, 145)",0,50.851332651465,3.8
"salsa cubana","rgb(190, 129, 6)",0.0166666666666667,49.0042717044702,71.2
"edinburgh metal","rgb(211, 87, 110)",0,54.9966909331568,13.1333333333333
"metal paraguayo","rgb(220, 80, 73)",0,54.8522952890921,15.8666666666667
"southern metal","rgb(219, 92, 34)",0.0166666666666667,64.8637266109139,17.6666666666667
"canadian hardcore","rgb(236, 62, 51)",0,56.8136694543048,14.2
"denver metal","rgb(226, 76, 111)",0,62.1984236808856,12.9333333333333
"japanese black metal","rgb(195, 76, 130)",0,52.024547259491,5.6
"neo-traditional bluegrass","rgb(136, 149, 23)",0.0166666666666667,40.2141868720294,47.5333333333333
"swedish choir","rgb(33, 157, 60)",0,1.8410444618254,9.73333333333333
"swedish pop punk","rgb(231, 74, 30)",0,54.2566632573251,16.4666666666667
"black 'n' roll","rgb(225, 59, 118)",0,57.5597136153059,8.13333333333333
"belgian black metal","rgb(206, 65, 150)",0,50.6166897298598,4.8
"arab metal","rgb(216, 85, 98)",0,69.8333433608086,12.5333333333333
"italian folk metal","rgb(212, 99, 31)",0,75.7054328861079,15.5333333333333
"florida death metal","rgb(230, 56, 112)",0.0166666666666667,46.4532819926599,13.2666666666667
"serbian metal","rgb(217, 86, 64)",0,62.3488358101197,14.9333333333333
"grindcore","rgb(229, 45, 137)",0,49.4073762108176,9.86666666666667
"thall","rgb(217, 96, 114)",0,76.4274111064316,15.8666666666667
"swedish black metal","rgb(212, 60, 124)",0,56.1819385115216,5.93333333333333
"polish death metal","rgb(232, 58, 112)",0,59.4729558991637,10.4666666666667
"celtic metal","rgb(203, 103, 45)",0.0166666666666667,65.9707598820769,14.9333333333333
"deep symphonic black metal","rgb(209, 80, 122)",0,50.9295469586667,7.13333333333333
"israeli metal","rgb(215, 85, 80)",0,65.4533421575116,14.3333333333333
"new weird finland","rgb(112, 133, 102)",0,26.6590457854521,35.2666666666667
"spanish experimental","rgb(110, 128, 161)",0,33.9028939293665,25.6666666666667
"alternative dance","rgb(180, 128, 79)",0.166666666666667,86.2703808435112,51.4666666666667
