genre,color,top,left,font_size,run_date
latin rock,"rgb(175, 127, 24)",6144px,643px,113%,20211202
crust punk,"rgb(225, 57, 95)",10155px,238px,100%,20211202
graz indie,"rgb(160, 134, 22)",6677px,614px,100%,20211202
haitian traditional,"rgb(113, 139, 88)",15714px,959px,100%,20211202
portland punk,"rgb(207, 89, 59)",9660px,335px,100%,20211202
viet edm,"rgb(189, 137, 79)",2551px,816px,100%,20211202
southern china indie,"rgb(153, 139, 58)",7997px,536px,100%,20211202
sevilla indie,"rgb(174, 130, 59)",5009px,465px,100%,20211202
bedroom pop,"rgb(124, 148, 46)",9651px,698px,110%,20211202
japanese guitar,"rgb(79, 168, 200)",15344px,943px,100%,20211202
aesthetic rap,"rgb(145, 149, 17)",5047px,1037px,108%,20211202
hong kong hip hop,"rgb(165, 133, 30)",5876px,982px,101%,20211202
funk mexicano,"rgb(186, 125, 81)",3978px,922px,101%,20211202
belgian dnb,"rgb(215, 127, 127)",1569px,1148px,100%,20211202
japanese boom bap,"rgb(180, 119, 38)",8691px,975px,100%,20211202
hypnosis,"rgb(32, 150, 102)",17697px,318px,100%,20211202
future ambient,"rgb(148, 144, 166)",3277px,947px,100%,20211202
german electronica,"rgb(137, 146, 173)",4202px,949px,100%,20211202
hardvapour,"rgb(147, 130, 167)",8848px,548px,101%,20211202
dark ambient,"rgb(111, 121, 190)",12417px,249px,100%,20211202
slovak electronic,"rgb(182, 141, 179)",1372px,1189px,100%,20211202
deep idm,"rgb(153, 131, 175)",5392px,850px,100%,20211202
indonesian indigenous,"rgb(60, 157, 82)",17115px,773px,100%,20211202
experimental techno,"rgb(179, 136, 197)",2391px,986px,100%,20211202
ghoststep,"rgb(176, 139, 168)",1745px,1091px,100%,20211202
trance,"rgb(208, 124, 122)",1811px,646px,107%,20211202
puerto rican rock,"rgb(185, 119, 20)",7100px,631px,101%,20211202
progressive jazz fusion,"rgb(161, 129, 147)",10522px,521px,101%,20211202
classic norwegian pop,"rgb(121, 145, 11)",11911px,712px,102%,20211202
oxford indie,"rgb(164, 130, 59)",7898px,422px,104%,20211202
irish modern jazz,"rgb(87, 154, 93)",15185px,701px,100%,20211202
polish indie,"rgb(149, 141, 52)",6831px,628px,101%,20211202
okc indie,"rgb(158, 128, 44)",9847px,408px,100%,20211202
soul,"rgb(115, 132, 17)",14411px,835px,113%,20211202
russian indie rock,"rgb(179, 128, 45)",5465px,559px,101%,20211202
bulgarian pop,"rgb(182, 132, 12)",4280px,900px,101%,20211202
classic danish pop,"rgb(144, 136, 11)",9549px,768px,102%,20211202
latin,"rgb(178, 138, 4)",5938px,988px,132%,20211202
musica cristiana guatemalteca,"rgb(150, 145, 18)",10327px,904px,101%,20211202
indie rockism,"rgb(184, 130, 20)",3397px,518px,101%,20211202
san antonio rap,"rgb(144, 147, 9)",6418px,1072px,100%,20211202
nephop,"rgb(152, 143, 19)",7677px,1092px,100%,20211202
neo soul,"rgb(150, 135, 13)",6432px,893px,112%,20211202
danish punk,"rgb(214, 89, 51)",8108px,351px,100%,20211202
funk mandelao,"rgb(183, 132, 8)",6616px,1248px,103%,20211202
ethereal wave,"rgb(132, 140, 105)",10044px,297px,102%,20211202
nottingham hip hop,"rgb(166, 132, 28)",9562px,1091px,101%,20211202
baroque singing,"rgb(14, 180, 146)",17697px,400px,100%,20211202
organic house,"rgb(169, 151, 197)",719px,1323px,103%,20211202
irish contemporary classical,"rgb(51, 150, 126)",17459px,364px,100%,20211202
australian classical,"rgb(32, 159, 165)",19609px,370px,100%,20211202
modern blues,"rgb(140, 127, 35)",12727px,858px,104%,20211202
jig and reel,"rgb(108, 161, 115)",16058px,732px,100%,20211202
deep filthstep,"rgb(206, 125, 118)",2339px,766px,100%,20211202
classic rock,"rgb(153, 120, 25)",11884px,695px,123%,20211202
german punk,"rgb(213, 93, 21)",7051px,442px,102%,20211202
milan indie,"rgb(164, 134, 29)",6966px,677px,103%,20211202
jazz harp,"rgb(76, 158, 132)",16904px,720px,100%,20211202
morelos indie,"rgb(163, 139, 69)",6881px,521px,102%,20211202
rock tico,"rgb(191, 116, 24)",5963px,488px,100%,20211202
bath indie,"rgb(146, 130, 44)",11538px,494px,100%,20211202
bolivian rock,"rgb(178, 125, 27)",5825px,674px,100%,20211202
norwegian gospel,"rgb(102, 152, 19)",13449px,559px,100%,20211202
thai indie rock,"rgb(162, 134, 34)",6014px,598px,101%,20211202
deep freestyle,"rgb(180, 127, 58)",2164px,984px,100%,20211202
malang indie,"rgb(165, 131, 31)",6602px,521px,100%,20211202
sudanese pop,"rgb(153, 139, 49)",7135px,969px,101%,20211202
love live,"rgb(162, 127, 91)",6750px,422px,101%,20211202
post-punk mexicano,"rgb(182, 131, 118)",3582px,424px,100%,20211202
rock sul-mato-grossense,"rgb(192, 113, 30)",7039px,492px,100%,20211202
russian viral pop,"rgb(168, 145, 9)",4227px,999px,101%,20211202
guam indie,"rgb(133, 142, 82)",10303px,861px,100%,20211202
brazilian post-rock,"rgb(134, 139, 191)",11685px,372px,100%,20211202
egyptian pop,"rgb(167, 130, 6)",6564px,850px,102%,20211202
rumba,"rgb(136, 141, 66)",12651px,928px,105%,20211202
nasyid,"rgb(119, 150, 8)",11352px,611px,101%,20211202
icelandic hip hop,"rgb(159, 137, 22)",4495px,1046px,100%,20211202
corrosion,"rgb(186, 116, 81)",3687px,368px,100%,20211202
vintage western,"rgb(91, 137, 73)",16005px,1116px,100%,20211202
traditional ska,"rgb(158, 132, 39)",11018px,1072px,100%,20211202
german jazz rap,"rgb(155, 129, 41)",10488px,1096px,101%,20211202
avant-garde,"rgb(39, 149, 127)",19045px,384px,101%,20211202
zikir,"rgb(77, 162, 2)",15899px,662px,100%,20211202
vintage schlager,"rgb(91, 145, 12)",17497px,745px,101%,20211202
geinin song,"rgb(187, 116, 16)",5763px,785px,100%,20211202
classical countertenor,"rgb(39, 159, 22)",19512px,432px,100%,20211202
musica mallorquina,"rgb(152, 136, 32)",9462px,653px,100%,20211202
scottish hip hop,"rgb(174, 126, 31)",7547px,941px,100%,20211202
dubstep,"rgb(218, 122, 63)",3397px,785px,104%,20211202
dance pop,"rgb(183, 131, 19)",3303px,837px,144%,20211202
duduk,"rgb(91, 168, 168)",15265px,398px,100%,20211202
stuttgart indie,"rgb(160, 133, 53)",7750px,494px,100%,20211202
kollywood,"rgb(167, 130, 22)",5813px,996px,102%,20211202
industrial noise,"rgb(157, 83, 186)",12031px,163px,100%,20211202
rock chapin,"rgb(178, 124, 22)",6664px,534px,100%,20211202
psybreaks,"rgb(209, 123, 156)",1261px,1085px,100%,20211202
shonen,"rgb(180, 121, 83)",4942px,452px,101%,20211202
la indie,"rgb(167, 129, 47)",6868px,494px,106%,20211202
panamanian rock,"rgb(194, 119, 25)",5529px,555px,100%,20211202
arab trap,"rgb(182, 145, 96)",3066px,761px,101%,20211202
japanese alternative rock,"rgb(188, 116, 27)",6129px,430px,104%,20211202
latvian hip hop,"rgb(161, 136, 40)",7027px,1052px,100%,20211202
irish underground rap,"rgb(160, 132, 41)",10464px,969px,100%,20211202
japanese underground rap,"rgb(178, 121, 39)",8827px,992px,100%,20211202
ilocano pop,"rgb(104, 151, 14)",11797px,754px,100%,20211202
south african jazz,"rgb(133, 141, 52)",10749px,879px,100%,20211202
r&b,"rgb(153, 139, 6)",5649px,918px,121%,20211202
lo-fi rap,"rgb(128, 141, 52)",11215px,1016px,103%,20211202
sound,"rgb(187, 0, 200)",15238px,75px,102%,20211202
hard bop,"rgb(90, 146, 85)",17022px,877px,103%,20211202
modern swing,"rgb(113, 125, 103)",15767px,1043px,100%,20211202
barrelhouse piano,"rgb(78, 145, 91)",18542px,1080px,100%,20211202
neo-trad prog,"rgb(146, 138, 55)",8959px,312px,100%,20211202
metal ecuatoriano,"rgb(212, 93, 64)",8083px,307px,100%,20211202
colombian black metal,"rgb(216, 65, 130)",10313px,112px,100%,20211202
tamaulipas indie,"rgb(186, 121, 16)",5465px,420px,100%,20211202
austrian black metal,"rgb(217, 65, 129)",8403px,110px,100%,20211202
metal balear,"rgb(221, 89, 55)",5340px,258px,100%,20211202
cubaton,"rgb(203, 132, 3)",4639px,1080px,103%,20211202
nuevo regional mexicano,"rgb(155, 141, 3)",11673px,1011px,117%,20211202
tamazight,"rgb(180, 125, 11)",9462px,918px,100%,20211202
turkish death metal,"rgb(229, 62, 145)",8121px,170px,100%,20211202
maskandi,"rgb(199, 131, 12)",2854px,975px,100%,20211202
copla,"rgb(90, 150, 14)",18093px,791px,101%,20211202
canadian choir,"rgb(29, 160, 102)",20058px,166px,100%,20211202
modern hard rock,"rgb(209, 102, 19)",5972px,307px,104%,20211202
punk 'n' roll,"rgb(230, 75, 29)",8133px,245px,101%,20211202
progressive groove metal,"rgb(222, 81, 71)",7652px,258px,102%,20211202
santur,"rgb(102, 152, 175)",17194px,552px,100%,20211202
khaliji,"rgb(168, 128, 3)",9450px,750px,101%,20211202
nordnorsk ponk,"rgb(212, 89, 67)",8652px,255px,100%,20211202
zamba,"rgb(85, 151, 35)",17089px,1067px,100%,20211202
nwobhm,"rgb(219, 80, 43)",8991px,247px,103%,20211202
melodic deathcore,"rgb(233, 71, 77)",5007px,213px,101%,20211202
qawwali,"rgb(168, 119, 11)",12677px,787px,101%,20211202
tolkien metal,"rgb(208, 85, 102)",7493px,159px,101%,20211202
chinese metalcore,"rgb(227, 85, 41)",3079px,256px,100%,20211202
birmingham metal,"rgb(209, 76, 75)",9223px,205px,103%,20211202
musica potosina,"rgb(179, 136, 8)",11104px,1087px,101%,20211202
finnish classical,"rgb(28, 157, 153)",19997px,204px,100%,20211202
deconstructed club,"rgb(151, 131, 134)",8738px,614px,101%,20211202
portuguese experimental,"rgb(111, 129, 163)",13659px,534px,100%,20211202
new tribe,"rgb(89, 159, 186)",13155px,787px,101%,20211202
somatik techno,"rgb(164, 141, 180)",1920px,1114px,100%,20211202
slamming deathcore,"rgb(234, 69, 120)",6245px,187px,101%,20211202
geek folk,"rgb(106, 145, 18)",13941px,811px,100%,20211202
saxophone trio,"rgb(116, 128, 104)",14138px,689px,100%,20211202
french orchestra,"rgb(49, 145, 129)",18977px,331px,100%,20211202
irish accordion,"rgb(127, 155, 73)",14002px,768px,100%,20211202
deep christian rock,"rgb(143, 129, 19)",8248px,598px,100%,20211202
shred,"rgb(191, 106, 145)",6855px,333px,101%,20211202
trap metal italiana,"rgb(181, 131, 10)",6731px,816px,101%,20211202
disney dansk,"rgb(101, 148, 7)",13990px,695px,100%,20211202
medieval ensemble,"rgb(49, 167, 65)",17987px,309px,100%,20211202
binaural,"rgb(71, 49, 201)",16111px,112px,102%,20211202
nice indie,"rgb(173, 130, 54)",6775px,510px,100%,20211202
deep tropical house,"rgb(183, 143, 57)",2403px,959px,105%,20211202
san marcos tx indie,"rgb(161, 125, 31)",9971px,543px,101%,20211202
rochester ny indie,"rgb(163, 123, 41)",10731px,475px,100%,20211202
ukrainian indie,"rgb(160, 139, 28)",5850px,692px,101%,20211202
japanese melodic punk,"rgb(226, 88, 30)",5515px,335px,100%,20211202
canadian garage rock,"rgb(201, 94, 58)",10277px,349px,100%,20211202
classic danish rock,"rgb(148, 132, 28)",10712px,620px,100%,20211202
welsh indie,"rgb(158, 131, 44)",9052px,452px,101%,20211202
historically informed performance,"rgb(41, 160, 72)",18542px,400px,100%,20211202
sonora indie,"rgb(199, 107, 52)",6664px,426px,100%,20211202
pop teen brasileiro,"rgb(173, 136, 4)",4122px,885px,101%,20211202
psychedelic pop,"rgb(147, 138, 75)",9494px,497px,101%,20211202
russian trap,"rgb(169, 140, 10)",5978px,1009px,107%,20211202
deep hardtechno,"rgb(240, 56, 179)",912px,778px,100%,20211202
portland indie,"rgb(148, 136, 61)",11413px,484px,101%,20211202
italian classical guitar,"rgb(50, 173, 216)",18463px,932px,100%,20211202
barockinterpreten,"rgb(42, 161, 88)",18487px,356px,100%,20211202
yorkshire folk,"rgb(80, 159, 31)",15582px,764px,100%,20211202
west end,"rgb(82, 146, 24)",15820px,501px,101%,20211202
chanson,"rgb(107, 144, 8)",14694px,759px,107%,20211202
celtic harp,"rgb(46, 178, 175)",18516px,773px,100%,20211202
indian jazz,"rgb(126, 136, 132)",14263px,816px,100%,20211202
deep delta blues,"rgb(75, 145, 52)",19230px,949px,100%,20211202
musica aragonesa,"rgb(164, 128, 14)",10216px,712px,101%,20211202
austropop,"rgb(143, 129, 11)",10168px,883px,102%,20211202
bolero,"rgb(108, 145, 20)",15263px,861px,108%,20211202
russian romance,"rgb(89, 147, 14)",16745px,598px,100%,20211202
arabic jazz,"rgb(102, 151, 137)",14436px,737px,101%,20211202
romanian pop,"rgb(181, 136, 41)",2661px,975px,103%,20211202
musica mapuche,"rgb(130, 139, 14)",12688px,856px,100%,20211202
indie catala,"rgb(149, 138, 32)",9499px,657px,102%,20211202
portuguese jazz,"rgb(82, 154, 127)",15476px,706px,100%,20211202
kawaii edm,"rgb(211, 124, 72)",2300px,653px,101%,20211202
gaming dubstep,"rgb(221, 121, 66)",3541px,785px,102%,20211202
polyphony,"rgb(61, 158, 18)",18014px,264px,100%,20211202
sefardi,"rgb(90, 156, 25)",15566px,574px,100%,20211202
rome indie,"rgb(152, 140, 41)",8083px,622px,103%,20211202
indian instrumental,"rgb(140, 135, 64)",12009px,807px,103%,20211202
hi-nrg,"rgb(189, 119, 35)",2226px,906px,103%,20211202
marathi hip hop,"rgb(172, 136, 11)",5676px,1030px,100%,20211202
dakke dak,"rgb(202, 126, 40)",2262px,1020px,101%,20211202
rosario indie,"rgb(172, 132, 42)",5862px,514px,100%,20211202
victoria bc indie,"rgb(152, 133, 40)",10179px,505px,101%,20211202
uk post-punk revival,"rgb(197, 110, 72)",6184px,428px,101%,20211202
huzunlu sarkilar,"rgb(100, 156, 16)",11090px,829px,101%,20211202
auckland indie,"rgb(161, 130, 44)",7787px,469px,101%,20211202
thrash core,"rgb(226, 56, 84)",10179px,245px,101%,20211202
german prog,"rgb(150, 134, 105)",9933px,388px,100%,20211202
japanese r&b,"rgb(172, 135, 24)",5260px,833px,104%,20211202
scandinavian r&b,"rgb(143, 144, 15)",6180px,908px,102%,20211202
atmospheric post-rock,"rgb(135, 145, 184)",10633px,297px,100%,20211202
folclor colombiano,"rgb(140, 149, 33)",11821px,1089px,100%,20211202
pop paraguayo,"rgb(172, 140, 6)",4975px,930px,100%,20211202
chamber orchestra,"rgb(39, 165, 155)",19118px,330px,100%,20211202
warrington indie,"rgb(179, 123, 41)",5689px,440px,100%,20211202
burmese pop,"rgb(159, 140, 9)",7816px,714px,100%,20211202
taiwan idol pop,"rgb(176, 134, 11)",4507px,674px,101%,20211202
conscious hip hop,"rgb(176, 120, 11)",8937px,1046px,111%,20211202
uk dub,"rgb(142, 151, 82)",2894px,1210px,100%,20211202
danish post-punk,"rgb(191, 110, 75)",7812px,290px,100%,20211202
bay area hip hop,"rgb(169, 132, 5)",5752px,1092px,100%,20211202
traditional irish singing,"rgb(29, 168, 12)",19018px,943px,100%,20211202
classical mandolin,"rgb(67, 159, 114)",15952px,1043px,100%,20211202
yaoi,"rgb(165, 128, 87)",5677px,499px,101%,20211202
swedish jazz,"rgb(80, 153, 81)",16017px,737px,102%,20211202
vintage spanish pop,"rgb(91, 143, 29)",18119px,844px,100%,20211202
hungarian folk,"rgb(125, 143, 36)",11997px,796px,100%,20211202
polish folk,"rgb(116, 150, 29)",13880px,606px,100%,20211202
chabad niggunim,"rgb(122, 144, 46)",13844px,581px,100%,20211202
catalan folk,"rgb(105, 146, 58)",14398px,750px,100%,20211202
novelty,"rgb(129, 130, 15)",12314px,971px,101%,20211202
bosnian indie,"rgb(172, 126, 26)",6540px,803px,100%,20211202
alabama indie,"rgb(161, 124, 49)",11188px,467px,101%,20211202
czech pop,"rgb(153, 136, 5)",10148px,541px,102%,20211202
speedcore,"rgb(235, 74, 101)",2273px,530px,100%,20211202
beatlesque,"rgb(160, 123, 26)",10979px,499px,107%,20211202
go-go,"rgb(196, 109, 33)",6793px,999px,100%,20211202
deep funk,"rgb(177, 119, 58)",8555px,957px,100%,20211202
speed garage,"rgb(195, 117, 102)",1249px,1148px,101%,20211202
jewish hip hop,"rgb(181, 125, 24)",5211px,1022px,100%,20211202
azeri pop,"rgb(163, 136, 11)",8244px,789px,100%,20211202
finnish reggae,"rgb(159, 141, 18)",4822px,1111px,100%,20211202
groove room,"rgb(183, 140, 121)",949px,1238px,102%,20211202
lagu sabahan,"rgb(161, 139, 7)",5726px,637px,100%,20211202
psicodelia chilena,"rgb(127, 141, 74)",13290px,752px,100%,20211202
nz electronic,"rgb(180, 137, 147)",2176px,1007px,101%,20211202
bosnian electronic,"rgb(197, 138, 203)",885px,1243px,100%,20211202
estonian electronic,"rgb(167, 143, 165)",2587px,1011px,100%,20211202
mallsoft,"rgb(141, 128, 173)",9251px,598px,100%,20211202
classical baritone,"rgb(52, 145, 30)",19573px,436px,100%,20211202
progressive trance,"rgb(212, 124, 130)",1612px,588px,103%,20211202
georgian folk,"rgb(63, 160, 44)",19177px,277px,100%,20211202
arab folk,"rgb(85, 153, 90)",17353px,571px,101%,20211202
christian pop,"rgb(156, 140, 14)",6577px,499px,104%,20211202
canadian children's music,"rgb(108, 142, 7)",12354px,1061px,101%,20211202
musica juiz-forana,"rgb(150, 137, 16)",9525px,735px,101%,20211202
japanese buddhist chant,"rgb(65, 160, 49)",16241px,374px,100%,20211202
electric blues,"rgb(131, 126, 33)",14411px,902px,105%,20211202
musica eletronica gospel,"rgb(194, 134, 51)",2536px,759px,100%,20211202
chamber ensemble,"rgb(35, 166, 150)",19398px,356px,100%,20211202
psychedelic blues-rock,"rgb(171, 113, 50)",12130px,497px,100%,20211202
french folk pop,"rgb(155, 132, 12)",9996px,867px,101%,20211202
pop,"rgb(169, 137, 12)",4915px,798px,160%,20211202
uk beatdown,"rgb(218, 86, 52)",9648px,333px,100%,20211202
hong kong indie,"rgb(143, 137, 31)",9150px,564px,101%,20211202
rock cristiano,"rgb(174, 128, 13)",5415px,490px,103%,20211202
gulf hip hop,"rgb(151, 135, 23)",8531px,943px,100%,20211202
jazz guitar,"rgb(81, 151, 139)",16877px,1015px,102%,20211202
modern ska punk,"rgb(214, 102, 17)",6589px,657px,101%,20211202
funk metal,"rgb(204, 99, 32)",6503px,501px,108%,20211202
pop violin,"rgb(119, 153, 113)",13326px,303px,102%,20211202
canadian pop,"rgb(149, 137, 5)",9188px,625px,118%,20211202
athens indie,"rgb(170, 124, 52)",10155px,420px,102%,20211202
tampa indie,"rgb(170, 123, 50)",8132px,382px,100%,20211202
deep northern soul,"rgb(148, 127, 33)",10736px,747px,100%,20211202
disney piano,"rgb(28, 177, 229)",18701px,818px,102%,20211202
japanese chill rap,"rgb(169, 131, 19)",8316px,973px,101%,20211202
band organ,"rgb(95, 156, 133)",14818px,541px,100%,20211202
st louis rap,"rgb(163, 145, 2)",3608px,1100px,103%,20211202
nz hip hop,"rgb(171, 132, 19)",4963px,1054px,101%,20211202
moderne ludovky,"rgb(178, 131, 4)",7298px,722px,100%,20211202
thai worship,"rgb(134, 150, 13)",7915px,752px,100%,20211202
metal catarinense,"rgb(220, 79, 89)",6775px,255px,100%,20211202
canadian classical piano,"rgb(42, 166, 213)",19887px,586px,100%,20211202
german boom bap,"rgb(154, 127, 47)",8988px,1130px,100%,20211202
bansuri,"rgb(83, 161, 147)",17749px,562px,100%,20211202
israeli folk,"rgb(95, 160, 98)",14149px,530px,100%,20211202
veracruz indie,"rgb(145, 141, 30)",9401px,742px,102%,20211202
francoton,"rgb(174, 133, 6)",7495px,852px,112%,20211202
experimental folk,"rgb(87, 154, 117)",14683px,364px,100%,20211202
diva house,"rgb(196, 123, 65)",1347px,1080px,103%,20211202
deep latin christian,"rgb(119, 152, 15)",11376px,722px,101%,20211202
oakland indie,"rgb(163, 128, 64)",9089px,467px,102%,20211202
neoclassical darkwave,"rgb(108, 147, 124)",12007px,335px,102%,20211202
triangle indie,"rgb(167, 121, 54)",11139px,416px,100%,20211202
german post-punk,"rgb(188, 114, 75)",6270px,404px,100%,20211202
gbvfi,"rgb(172, 114, 67)",10142px,410px,101%,20211202
albanian pop,"rgb(176, 130, 6)",6130px,908px,103%,20211202
faroese pop,"rgb(109, 149, 33)",12689px,559px,100%,20211202
baton rouge indie,"rgb(155, 130, 36)",10411px,463px,100%,20211202
chamber pop,"rgb(111, 148, 58)",13117px,467px,105%,20211202
j-rock,"rgb(197, 111, 25)",5427px,428px,108%,20211202
country rap,"rgb(180, 131, 4)",4267px,961px,104%,20211202
r&b argentino,"rgb(133, 145, 28)",8703px,932px,102%,20211202
russian ccm,"rgb(152, 139, 10)",7701px,396px,102%,20211202
brazilian dnb,"rgb(217, 134, 163)",965px,1130px,100%,20211202
afro-funk,"rgb(187, 123, 54)",7572px,1033px,100%,20211202
new jersey rap,"rgb(172, 120, 8)",8802px,1054px,103%,20211202
old school uk hip hop,"rgb(186, 115, 41)",1945px,1198px,100%,20211202
brazilian classical,"rgb(54, 160, 153)",18237px,557px,101%,20211202
nuevo tango,"rgb(82, 155, 112)",17961px,650px,100%,20211202
psicodelia brasileira,"rgb(153, 128, 54)",11834px,727px,101%,20211202
lds youth,"rgb(115, 154, 20)",11933px,571px,101%,20211202
hungarian rock,"rgb(195, 112, 26)",5575px,534px,101%,20211202
classical guitar,"rgb(37, 171, 209)",19653px,883px,101%,20211202
kleinkunst,"rgb(122, 147, 15)",11017px,789px,101%,20211202
comedie musicale,"rgb(136, 145, 30)",10633px,501px,100%,20211202
nederlandse hardstyle,"rgb(221, 114, 32)",2201px,873px,101%,20211202
turkce remix,"rgb(175, 146, 56)",2545px,1092px,101%,20211202
gaita,"rgb(142, 141, 96)",10730px,277px,100%,20211202
finnish folk,"rgb(108, 154, 54)",13916px,534px,100%,20211202
irish trap,"rgb(143, 151, 15)",5716px,988px,100%,20211202
scottish gaelic folk,"rgb(79, 164, 9)",14952px,552px,100%,20211202
lancashire indie,"rgb(150, 136, 14)",9675px,525px,100%,20211202
alternative pop,"rgb(173, 114, 50)",10831px,394px,102%,20211202
emo trap en espanol,"rgb(156, 150, 12)",5679px,829px,101%,20211202
psychedelic folk rock,"rgb(133, 136, 52)",13069px,586px,100%,20211202
sega mauricien,"rgb(181, 131, 19)",5864px,1018px,100%,20211202
singaporean pop,"rgb(128, 149, 13)",9487px,727px,102%,20211202
mumbai indie,"rgb(133, 144, 47)",9601px,564px,100%,20211202
calgary indie,"rgb(148, 132, 49)",11513px,497px,100%,20211202
modern indie pop,"rgb(140, 144, 14)",7285px,829px,105%,20211202
slc indie,"rgb(163, 129, 52)",7738px,452px,101%,20211202
australian alternative pop,"rgb(145, 143, 23)",6867px,686px,102%,20211202
pub rock,"rgb(180, 107, 25)",9983px,512px,103%,20211202
edinburgh indie,"rgb(162, 130, 54)",8367px,426px,100%,20211202
zcc,"rgb(132, 141, 6)",13339px,545px,100%,20211202
hindi indie,"rgb(147, 145, 36)",7566px,650px,102%,20211202
israeli hip hop,"rgb(173, 132, 20)",6206px,1005px,101%,20211202
russian drill,"rgb(163, 148, 9)",4110px,1109px,102%,20211202
glass,"rgb(28, 179, 135)",18305px,318px,100%,20211202
batida,"rgb(192, 127, 85)",2497px,1222px,100%,20211202
afro-cuban traditional,"rgb(137, 128, 22)",13905px,1109px,100%,20211202
pinoy alternative rap,"rgb(164, 136, 18)",5790px,1116px,101%,20211202
tipico,"rgb(175, 135, 5)",12253px,971px,100%,20211202
pennsylvania hardcore,"rgb(229, 71, 57)",10657px,255px,100%,20211202
swedish hard rock,"rgb(217, 93, 29)",5898px,247px,102%,20211202
latincore,"rgb(216, 100, 19)",5552px,314px,101%,20211202
belgian death metal,"rgb(224, 71, 129)",7529px,182px,100%,20211202
melodic hard rock,"rgb(206, 107, 9)",4322px,295px,101%,20211202
korean contemporary classical,"rgb(31, 157, 125)",19634px,268px,100%,20211202
opera chorus,"rgb(70, 134, 42)",20234px,316px,100%,20211202
cante flamenco,"rgb(90, 148, 29)",18156px,854px,101%,20211202
environmental,"rgb(178, 0, 199)",15741px,63px,104%,20211202
odia pop,"rgb(172, 130, 6)",12132px,761px,100%,20211202
mezmur,"rgb(133, 148, 3)",10265px,732px,100%,20211202
orgcore,"rgb(222, 85, 25)",7898px,286px,101%,20211202
gymcore,"rgb(216, 105, 13)",3264px,279px,103%,20211202
grunge argentina,"rgb(198, 110, 25)",5415px,311px,100%,20211202
rai algerien,"rgb(209, 108, 3)",8003px,771px,100%,20211202
grunge revival,"rgb(196, 107, 45)",6258px,266px,100%,20211202
brooklyn drill,"rgb(158, 142, 4)",7409px,1132px,108%,20211202
folk black metal,"rgb(204, 91, 110)",7924px,127px,100%,20211202
rwandan pop,"rgb(110, 101, 2)",11628px,1157px,100%,20211202
black metal argentino,"rgb(206, 81, 126)",8084px,141px,100%,20211202
czsk black metal,"rgb(218, 69, 106)",8379px,110px,100%,20211202
jewish cantorial,"rgb(60, 154, 17)",20340px,303px,100%,20211202
italian soprano,"rgb(50, 158, 30)",19997px,343px,100%,20211202
partido alto,"rgb(168, 123, 2)",12046px,916px,101%,20211202
brazilian grindcore,"rgb(232, 40, 109)",10191px,163px,100%,20211202
rumba catalana,"rgb(193, 114, 12)",11190px,1022px,100%,20211202
malaysian punk,"rgb(204, 105, 18)",5862px,358px,100%,20211202
peruvian death metal,"rgb(228, 62, 113)",10057px,168px,100%,20211202
brutal deathcore,"rgb(230, 71, 94)",6217px,213px,100%,20211202
belgian stoner rock,"rgb(200, 100, 86)",8169px,207px,100%,20211202
ukrainian metal,"rgb(209, 94, 103)",6454px,177px,100%,20211202
korean metal,"rgb(193, 103, 77)",5926px,418px,100%,20211202
singaporean electronic,"rgb(190, 139, 137)",1834px,984px,100%,20211202
electronica,"rgb(161, 137, 125)",3582px,877px,109%,20211202
ambient fusion,"rgb(150, 141, 143)",4560px,877px,100%,20211202
polish ambient,"rgb(104, 144, 198)",12056px,353px,100%,20211202
illbient,"rgb(147, 130, 153)",6516px,787px,100%,20211202
ecm-style jazz,"rgb(61, 154, 154)",17208px,601px,101%,20211202
afghan traditional,"rgb(146, 129, 92)",17591px,448px,100%,20211202
adoracao,"rgb(143, 141, 18)",10558px,469px,106%,20211202
russian modern jazz,"rgb(97, 147, 164)",15145px,581px,100%,20211202
nova musica amazonense,"rgb(167, 132, 27)",8022px,552px,100%,20211202
friese muziek,"rgb(140, 138, 13)",10895px,737px,100%,20211202
czech folk,"rgb(134, 137, 9)",12564px,692px,102%,20211202
j-punk,"rgb(225, 80, 38)",6650px,318px,101%,20211202
industrial hardcore,"rgb(231, 76, 105)",2523px,536px,100%,20211202
ska chileno,"rgb(192, 121, 14)",5323px,842px,101%,20211202
french indie folk,"rgb(118, 149, 48)",11241px,680px,101%,20211202
funk carioca,"rgb(183, 134, 4)",6219px,1141px,113%,20211202
argentine alternative rock,"rgb(171, 129, 29)",5989px,497px,102%,20211202
musica capixaba,"rgb(150, 141, 14)",7628px,842px,100%,20211202
northern irish indie,"rgb(176, 123, 41)",5726px,434px,101%,20211202
swiss singer-songwriter,"rgb(121, 152, 34)",10204px,695px,100%,20211202
classic czech pop,"rgb(133, 138, 7)",13216px,634px,101%,20211202
indie fuzzpop,"rgb(162, 133, 50)",8034px,467px,100%,20211202
stomp and whittle,"rgb(154, 136, 30)",9126px,512px,100%,20211202
british indie rock,"rgb(198, 112, 20)",6380px,414px,102%,20211202
bangla pop,"rgb(132, 148, 7)",10834px,764px,100%,20211202
nederpop,"rgb(141, 134, 15)",10448px,609px,103%,20211202
candy pop,"rgb(187, 121, 14)",4480px,510px,106%,20211202
australian trap,"rgb(170, 136, 4)",7596px,1043px,102%,20211202
fijian pop,"rgb(147, 141, 18)",6155px,967px,100%,20211202
