genre,color,top,left,font_size,run_date
modern hard rock,"rgb(209, 102, 19)",5972px,307px,104%,20211201
punk 'n' roll,"rgb(230, 75, 29)",8133px,245px,101%,20211201
progressive groove metal,"rgb(222, 81, 71)",7652px,258px,102%,20211201
santur,"rgb(102, 152, 175)",17194px,552px,100%,20211201
khaliji,"rgb(168, 128, 3)",9450px,750px,101%,20211201
nordnorsk ponk,"rgb(212, 89, 67)",8652px,255px,100%,20211201
zamba,"rgb(85, 151, 35)",17089px,1067px,100%,20211201
nwobhm,"rgb(219, 80, 43)",8991px,247px,103%,20211201
melodic deathcore,"rgb(233, 71, 77)",5007px,213px,101%,20211201
qawwali,"rgb(168, 119, 11)",12677px,787px,101%,20211201
tolkien metal,"rgb(208, 85, 102)",7493px,159px,101%,20211201
chinese metalcore,"rgb(227, 85, 41)",3079px,256px,100%,20211201
birmingham metal,"rgb(209, 76, 75)",9223px,205px,103%,20211201
musica potosina,"rgb(179, 136, 8)",11104px,1087px,101%,20211201
finnish classical,"rgb(28, 157, 153)",19997px,204px,100%,20211201
deconstructed club,"rgb(151, 131, 134)",8738px,614px,101%,20211201
portuguese experimental,"rgb(111, 129, 163)",13659px,534px,100%,20211201
new tribe,"rgb(89, 159, 186)",13155px,787px,101%,20211201
somatik techno,"rgb(164, 141, 180)",1920px,1114px,100%,20211201
slamming deathcore,"rgb(234, 69, 120)",6245px,187px,101%,20211201
geek folk,"rgb(106, 145, 18)",13941px,811px,100%,20211201
saxophone trio,"rgb(116, 128, 104)",14138px,689px,100%,20211201
french orchestra,"rgb(49, 145, 129)",18977px,331px,100%,20211201
irish accordion,"rgb(127, 155, 73)",14002px,768px,100%,20211201
deep christian rock,"rgb(143, 129, 19)",8248px,598px,100%,20211201
shred,"rgb(191, 106, 145)",6855px,333px,101%,20211201
trap metal italiana,"rgb(181, 131, 10)",6731px,816px,101%,20211201
disney dansk,"rgb(101, 148, 7)",13990px,695px,100%,20211201
medieval ensemble,"rgb(49, 167, 65)",17987px,309px,100%,20211201
binaural,"rgb(71, 49, 201)",16111px,112px,102%,20211201
nice indie,"rgb(173, 130, 54)",6775px,510px,100%,20211201
deep tropical house,"rgb(183, 143, 57)",2403px,959px,105%,20211201
san marcos tx indie,"rgb(161, 125, 31)",9971px,543px,101%,20211201
rochester ny indie,"rgb(163, 123, 41)",10731px,475px,100%,20211201
ukrainian indie,"rgb(160, 139, 28)",5850px,692px,101%,20211201
japanese melodic punk,"rgb(226, 88, 30)",5515px,335px,100%,20211201
canadian garage rock,"rgb(201, 94, 58)",10277px,349px,100%,20211201
classic danish rock,"rgb(148, 132, 28)",10712px,620px,100%,20211201
welsh indie,"rgb(158, 131, 44)",9052px,452px,101%,20211201
historically informed performance,"rgb(41, 160, 72)",18542px,400px,100%,20211201
sonora indie,"rgb(199, 107, 52)",6664px,426px,100%,20211201
pop teen brasileiro,"rgb(173, 136, 4)",4122px,885px,101%,20211201
psychedelic pop,"rgb(147, 138, 75)",9494px,497px,101%,20211201
russian trap,"rgb(169, 140, 10)",5978px,1009px,107%,20211201
deep hardtechno,"rgb(240, 56, 179)",912px,778px,100%,20211201
portland indie,"rgb(148, 136, 61)",11413px,484px,101%,20211201
italian classical guitar,"rgb(50, 173, 216)",18463px,932px,100%,20211201
barockinterpreten,"rgb(42, 161, 88)",18487px,356px,100%,20211201
yorkshire folk,"rgb(80, 159, 31)",15582px,764px,100%,20211201
west end,"rgb(82, 146, 24)",15820px,501px,101%,20211201
chanson,"rgb(107, 144, 8)",14694px,759px,107%,20211201
celtic harp,"rgb(46, 178, 175)",18516px,773px,100%,20211201
indian jazz,"rgb(126, 136, 132)",14263px,816px,100%,20211201
deep delta blues,"rgb(75, 145, 52)",19230px,949px,100%,20211201
musica aragonesa,"rgb(164, 128, 14)",10216px,712px,101%,20211201
austropop,"rgb(143, 129, 11)",10168px,883px,102%,20211201
bolero,"rgb(108, 145, 20)",15263px,861px,108%,20211201
russian romance,"rgb(89, 147, 14)",16745px,598px,100%,20211201
arabic jazz,"rgb(102, 151, 137)",14436px,737px,101%,20211201
romanian pop,"rgb(181, 136, 41)",2661px,975px,103%,20211201
musica mapuche,"rgb(130, 139, 14)",12688px,856px,100%,20211201
indie catala,"rgb(149, 138, 32)",9499px,657px,102%,20211201
portuguese jazz,"rgb(82, 154, 127)",15476px,706px,100%,20211201
kawaii edm,"rgb(211, 124, 72)",2300px,653px,101%,20211201
gaming dubstep,"rgb(221, 121, 66)",3541px,785px,102%,20211201
polyphony,"rgb(61, 158, 18)",18014px,264px,100%,20211201
sefardi,"rgb(90, 156, 25)",15566px,574px,100%,20211201
rome indie,"rgb(152, 140, 41)",8083px,622px,103%,20211201
indian instrumental,"rgb(140, 135, 64)",12009px,807px,103%,20211201
hi-nrg,"rgb(189, 119, 35)",2226px,906px,103%,20211201
marathi hip hop,"rgb(172, 136, 11)",5676px,1030px,100%,20211201
dakke dak,"rgb(202, 126, 40)",2262px,1020px,101%,20211201
rosario indie,"rgb(172, 132, 42)",5862px,514px,100%,20211201
victoria bc indie,"rgb(152, 133, 40)",10179px,505px,101%,20211201
uk post-punk revival,"rgb(197, 110, 72)",6184px,428px,101%,20211201
huzunlu sarkilar,"rgb(100, 156, 16)",11090px,829px,101%,20211201
auckland indie,"rgb(161, 130, 44)",7787px,469px,101%,20211201
thrash core,"rgb(226, 56, 84)",10179px,245px,101%,20211201
german prog,"rgb(150, 134, 105)",9933px,388px,100%,20211201
japanese r&b,"rgb(172, 135, 24)",5260px,833px,104%,20211201
scandinavian r&b,"rgb(143, 144, 15)",6180px,908px,102%,20211201
atmospheric post-rock,"rgb(135, 145, 184)",10633px,297px,100%,20211201
folclor colombiano,"rgb(140, 149, 33)",11821px,1089px,100%,20211201
pop paraguayo,"rgb(172, 140, 6)",4975px,930px,100%,20211201
chamber orchestra,"rgb(39, 165, 155)",19118px,330px,100%,20211201
warrington indie,"rgb(179, 123, 41)",5689px,440px,100%,20211201
burmese pop,"rgb(159, 140, 9)",7816px,714px,100%,20211201
taiwan idol pop,"rgb(176, 134, 11)",4507px,674px,101%,20211201
conscious hip hop,"rgb(176, 120, 11)",8937px,1046px,111%,20211201
uk dub,"rgb(142, 151, 82)",2894px,1210px,100%,20211201
danish post-punk,"rgb(191, 110, 75)",7812px,290px,100%,20211201
bay area hip hop,"rgb(169, 132, 5)",5752px,1092px,100%,20211201
traditional irish singing,"rgb(29, 168, 12)",19018px,943px,100%,20211201
classical mandolin,"rgb(67, 159, 114)",15952px,1043px,100%,20211201
yaoi,"rgb(165, 128, 87)",5677px,499px,101%,20211201
swedish jazz,"rgb(80, 153, 81)",16017px,737px,102%,20211201
vintage spanish pop,"rgb(91, 143, 29)",18119px,844px,100%,20211201
hungarian folk,"rgb(125, 143, 36)",11997px,796px,100%,20211201
polish folk,"rgb(116, 150, 29)",13880px,606px,100%,20211201
chabad niggunim,"rgb(122, 144, 46)",13844px,581px,100%,20211201
catalan folk,"rgb(105, 146, 58)",14398px,750px,100%,20211201
novelty,"rgb(129, 130, 15)",12314px,971px,101%,20211201
bosnian indie,"rgb(172, 126, 26)",6540px,803px,100%,20211201
alabama indie,"rgb(161, 124, 49)",11188px,467px,101%,20211201
czech pop,"rgb(153, 136, 5)",10148px,541px,102%,20211201
speedcore,"rgb(235, 74, 101)",2273px,530px,100%,20211201
beatlesque,"rgb(160, 123, 26)",10979px,499px,107%,20211201
go-go,"rgb(196, 109, 33)",6793px,999px,100%,20211201
deep funk,"rgb(177, 119, 58)",8555px,957px,100%,20211201
speed garage,"rgb(195, 117, 102)",1249px,1148px,101%,20211201
jewish hip hop,"rgb(181, 125, 24)",5211px,1022px,100%,20211201
azeri pop,"rgb(163, 136, 11)",8244px,789px,100%,20211201
finnish reggae,"rgb(159, 141, 18)",4822px,1111px,100%,20211201
groove room,"rgb(183, 140, 121)",949px,1238px,102%,20211201
lagu sabahan,"rgb(161, 139, 7)",5726px,637px,100%,20211201
psicodelia chilena,"rgb(127, 141, 74)",13290px,752px,100%,20211201
nz electronic,"rgb(180, 137, 147)",2176px,1007px,101%,20211201
bosnian electronic,"rgb(197, 138, 203)",885px,1243px,100%,20211201
estonian electronic,"rgb(167, 143, 165)",2587px,1011px,100%,20211201
mallsoft,"rgb(141, 128, 173)",9251px,598px,100%,20211201
classical baritone,"rgb(52, 145, 30)",19573px,436px,100%,20211201
progressive trance,"rgb(212, 124, 130)",1612px,588px,103%,20211201
georgian folk,"rgb(63, 160, 44)",19177px,277px,100%,20211201
arab folk,"rgb(85, 153, 90)",17353px,571px,101%,20211201
christian pop,"rgb(156, 140, 14)",6577px,499px,104%,20211201
canadian children's music,"rgb(108, 142, 7)",12354px,1061px,101%,20211201
musica juiz-forana,"rgb(150, 137, 16)",9525px,735px,101%,20211201
japanese buddhist chant,"rgb(65, 160, 49)",16241px,374px,100%,20211201
electric blues,"rgb(131, 126, 33)",14411px,902px,105%,20211201
musica eletronica gospel,"rgb(194, 134, 51)",2536px,759px,100%,20211201
chamber ensemble,"rgb(35, 166, 150)",19398px,356px,100%,20211201
psychedelic blues-rock,"rgb(171, 113, 50)",12130px,497px,100%,20211201
french folk pop,"rgb(155, 132, 12)",9996px,867px,101%,20211201
pop,"rgb(169, 137, 12)",4915px,798px,160%,20211201
uk beatdown,"rgb(218, 86, 52)",9648px,333px,100%,20211201
hong kong indie,"rgb(143, 137, 31)",9150px,564px,101%,20211201
rock cristiano,"rgb(174, 128, 13)",5415px,490px,103%,20211201
gulf hip hop,"rgb(151, 135, 23)",8531px,943px,100%,20211201
jazz guitar,"rgb(81, 151, 139)",16877px,1015px,102%,20211201
modern ska punk,"rgb(214, 102, 17)",6589px,657px,101%,20211201
funk metal,"rgb(204, 99, 32)",6503px,501px,108%,20211201
pop violin,"rgb(119, 153, 113)",13326px,303px,102%,20211201
canadian pop,"rgb(149, 137, 5)",9188px,625px,118%,20211201
athens indie,"rgb(170, 124, 52)",10155px,420px,102%,20211201
tampa indie,"rgb(170, 123, 50)",8132px,382px,100%,20211201
deep northern soul,"rgb(148, 127, 33)",10736px,747px,100%,20211201
disney piano,"rgb(28, 177, 229)",18701px,818px,102%,20211201
japanese chill rap,"rgb(169, 131, 19)",8316px,973px,101%,20211201
band organ,"rgb(95, 156, 133)",14818px,541px,100%,20211201
st louis rap,"rgb(163, 145, 2)",3608px,1100px,103%,20211201
nz hip hop,"rgb(171, 132, 19)",4963px,1054px,101%,20211201
moderne ludovky,"rgb(178, 131, 4)",7298px,722px,100%,20211201
thai worship,"rgb(134, 150, 13)",7915px,752px,100%,20211201
metal catarinense,"rgb(220, 79, 89)",6775px,255px,100%,20211201
canadian classical piano,"rgb(42, 166, 213)",19887px,586px,100%,20211201
german boom bap,"rgb(154, 127, 47)",8988px,1130px,100%,20211201
bansuri,"rgb(83, 161, 147)",17749px,562px,100%,20211201
israeli folk,"rgb(95, 160, 98)",14149px,530px,100%,20211201
veracruz indie,"rgb(145, 141, 30)",9401px,742px,102%,20211201
francoton,"rgb(174, 133, 6)",7495px,852px,112%,20211201
experimental folk,"rgb(87, 154, 117)",14683px,364px,100%,20211201
diva house,"rgb(196, 123, 65)",1347px,1080px,103%,20211201
deep latin christian,"rgb(119, 152, 15)",11376px,722px,101%,20211201
oakland indie,"rgb(163, 128, 64)",9089px,467px,102%,20211201
neoclassical darkwave,"rgb(108, 147, 124)",12007px,335px,102%,20211201
triangle indie,"rgb(167, 121, 54)",11139px,416px,100%,20211201
german post-punk,"rgb(188, 114, 75)",6270px,404px,100%,20211201
gbvfi,"rgb(172, 114, 67)",10142px,410px,101%,20211201
albanian pop,"rgb(176, 130, 6)",6130px,908px,103%,20211201
faroese pop,"rgb(109, 149, 33)",12689px,559px,100%,20211201
baton rouge indie,"rgb(155, 130, 36)",10411px,463px,100%,20211201
chamber pop,"rgb(111, 148, 58)",13117px,467px,105%,20211201
j-rock,"rgb(197, 111, 25)",5427px,428px,108%,20211201
country rap,"rgb(180, 131, 4)",4267px,961px,104%,20211201
r&b argentino,"rgb(133, 145, 28)",8703px,932px,102%,20211201
russian ccm,"rgb(152, 139, 10)",7701px,396px,102%,20211201
brazilian dnb,"rgb(217, 134, 163)",965px,1130px,100%,20211201
afro-funk,"rgb(187, 123, 54)",7572px,1033px,100%,20211201
new jersey rap,"rgb(172, 120, 8)",8802px,1054px,103%,20211201
old school uk hip hop,"rgb(186, 115, 41)",1945px,1198px,100%,20211201
brazilian classical,"rgb(54, 160, 153)",18237px,557px,101%,20211201
nuevo tango,"rgb(82, 155, 112)",17961px,650px,100%,20211201
psicodelia brasileira,"rgb(153, 128, 54)",11834px,727px,101%,20211201
lds youth,"rgb(115, 154, 20)",11933px,571px,101%,20211201
hungarian rock,"rgb(195, 112, 26)",5575px,534px,101%,20211201
classical guitar,"rgb(37, 171, 209)",19653px,883px,101%,20211201
kleinkunst,"rgb(122, 147, 15)",11017px,789px,101%,20211201
comedie musicale,"rgb(136, 145, 30)",10633px,501px,100%,20211201
nederlandse hardstyle,"rgb(221, 114, 32)",2201px,873px,101%,20211201
turkce remix,"rgb(175, 146, 56)",2545px,1092px,101%,20211201
gaita,"rgb(142, 141, 96)",10730px,277px,100%,20211201
finnish folk,"rgb(108, 154, 54)",13916px,534px,100%,20211201
irish trap,"rgb(143, 151, 15)",5716px,988px,100%,20211201
scottish gaelic folk,"rgb(79, 164, 9)",14952px,552px,100%,20211201
lancashire indie,"rgb(150, 136, 14)",9675px,525px,100%,20211201
alternative pop,"rgb(173, 114, 50)",10831px,394px,102%,20211201
emo trap en espanol,"rgb(156, 150, 12)",5679px,829px,101%,20211201
psychedelic folk rock,"rgb(133, 136, 52)",13069px,586px,100%,20211201
sega mauricien,"rgb(181, 131, 19)",5864px,1018px,100%,20211201
singaporean pop,"rgb(128, 149, 13)",9487px,727px,102%,20211201
mumbai indie,"rgb(133, 144, 47)",9601px,564px,100%,20211201
calgary indie,"rgb(148, 132, 49)",11513px,497px,100%,20211201
modern indie pop,"rgb(140, 144, 14)",7285px,829px,105%,20211201
slc indie,"rgb(163, 129, 52)",7738px,452px,101%,20211201
australian alternative pop,"rgb(145, 143, 23)",6867px,686px,102%,20211201
pub rock,"rgb(180, 107, 25)",9983px,512px,103%,20211201
edinburgh indie,"rgb(162, 130, 54)",8367px,426px,100%,20211201
zcc,"rgb(132, 141, 6)",13339px,545px,100%,20211201
hindi indie,"rgb(147, 145, 36)",7566px,650px,102%,20211201
israeli hip hop,"rgb(173, 132, 20)",6206px,1005px,101%,20211201
russian drill,"rgb(163, 148, 9)",4110px,1109px,102%,20211201
glass,"rgb(28, 179, 135)",18305px,318px,100%,20211201
batida,"rgb(192, 127, 85)",2497px,1222px,100%,20211201
afro-cuban traditional,"rgb(137, 128, 22)",13905px,1109px,100%,20211201
pinoy alternative rap,"rgb(164, 136, 18)",5790px,1116px,101%,20211201
tipico,"rgb(175, 135, 5)",12253px,971px,100%,20211201
pennsylvania hardcore,"rgb(229, 71, 57)",10657px,255px,100%,20211201
swedish hard rock,"rgb(217, 93, 29)",5898px,247px,102%,20211201
latincore,"rgb(216, 100, 19)",5552px,314px,101%,20211201
belgian death metal,"rgb(224, 71, 129)",7529px,182px,100%,20211201
melodic hard rock,"rgb(206, 107, 9)",4322px,295px,101%,20211201
korean contemporary classical,"rgb(31, 157, 125)",19634px,268px,100%,20211201
opera chorus,"rgb(70, 134, 42)",20234px,316px,100%,20211201
cante flamenco,"rgb(90, 148, 29)",18156px,854px,101%,20211201
environmental,"rgb(178, 0, 199)",15741px,63px,104%,20211201
odia pop,"rgb(172, 130, 6)",12132px,761px,100%,20211201
mezmur,"rgb(133, 148, 3)",10265px,732px,100%,20211201
orgcore,"rgb(222, 85, 25)",7898px,286px,101%,20211201
gymcore,"rgb(216, 105, 13)",3264px,279px,103%,20211201
grunge argentina,"rgb(198, 110, 25)",5415px,311px,100%,20211201
rai algerien,"rgb(209, 108, 3)",8003px,771px,100%,20211201
grunge revival,"rgb(196, 107, 45)",6258px,266px,100%,20211201
brooklyn drill,"rgb(158, 142, 4)",7409px,1132px,108%,20211201
folk black metal,"rgb(204, 91, 110)",7924px,127px,100%,20211201
rwandan pop,"rgb(110, 101, 2)",11628px,1157px,100%,20211201
black metal argentino,"rgb(206, 81, 126)",8084px,141px,100%,20211201
czsk black metal,"rgb(218, 69, 106)",8379px,110px,100%,20211201
jewish cantorial,"rgb(60, 154, 17)",20340px,303px,100%,20211201
italian soprano,"rgb(50, 158, 30)",19997px,343px,100%,20211201
partido alto,"rgb(168, 123, 2)",12046px,916px,101%,20211201
brazilian grindcore,"rgb(232, 40, 109)",10191px,163px,100%,20211201
rumba catalana,"rgb(193, 114, 12)",11190px,1022px,100%,20211201
malaysian punk,"rgb(204, 105, 18)",5862px,358px,100%,20211201
peruvian death metal,"rgb(228, 62, 113)",10057px,168px,100%,20211201
brutal deathcore,"rgb(230, 71, 94)",6217px,213px,100%,20211201
belgian stoner rock,"rgb(200, 100, 86)",8169px,207px,100%,20211201
ukrainian metal,"rgb(209, 94, 103)",6454px,177px,100%,20211201
korean metal,"rgb(193, 103, 77)",5926px,418px,100%,20211201
singaporean electronic,"rgb(190, 139, 137)",1834px,984px,100%,20211201
electronica,"rgb(161, 137, 125)",3582px,877px,109%,20211201
ambient fusion,"rgb(150, 141, 143)",4560px,877px,100%,20211201
polish ambient,"rgb(104, 144, 198)",12056px,353px,100%,20211201
illbient,"rgb(147, 130, 153)",6516px,787px,100%,20211201
ecm-style jazz,"rgb(61, 154, 154)",17208px,601px,101%,20211201
afghan traditional,"rgb(146, 129, 92)",17591px,448px,100%,20211201
adoracao,"rgb(143, 141, 18)",10558px,469px,106%,20211201
russian modern jazz,"rgb(97, 147, 164)",15145px,581px,100%,20211201
nova musica amazonense,"rgb(167, 132, 27)",8022px,552px,100%,20211201
friese muziek,"rgb(140, 138, 13)",10895px,737px,100%,20211201
czech folk,"rgb(134, 137, 9)",12564px,692px,102%,20211201
j-punk,"rgb(225, 80, 38)",6650px,318px,101%,20211201
industrial hardcore,"rgb(231, 76, 105)",2523px,536px,100%,20211201
ska chileno,"rgb(192, 121, 14)",5323px,842px,101%,20211201
french indie folk,"rgb(118, 149, 48)",11241px,680px,101%,20211201
funk carioca,"rgb(183, 134, 4)",6219px,1141px,113%,20211201
argentine alternative rock,"rgb(171, 129, 29)",5989px,497px,102%,20211201
musica capixaba,"rgb(150, 141, 14)",7628px,842px,100%,20211201
northern irish indie,"rgb(176, 123, 41)",5726px,434px,101%,20211201
swiss singer-songwriter,"rgb(121, 152, 34)",10204px,695px,100%,20211201
classic czech pop,"rgb(133, 138, 7)",13216px,634px,101%,20211201
indie fuzzpop,"rgb(162, 133, 50)",8034px,467px,100%,20211201
stomp and whittle,"rgb(154, 136, 30)",9126px,512px,100%,20211201
british indie rock,"rgb(198, 112, 20)",6380px,414px,102%,20211201
bangla pop,"rgb(132, 148, 7)",10834px,764px,100%,20211201
nederpop,"rgb(141, 134, 15)",10448px,609px,103%,20211201
candy pop,"rgb(187, 121, 14)",4480px,510px,106%,20211201
australian trap,"rgb(170, 136, 4)",7596px,1043px,102%,20211201
fijian pop,"rgb(147, 141, 18)",6155px,967px,100%,20211201
corridos cristianos,"rgb(161, 140, 15)",10647px,978px,100%,20211201
dfw rap,"rgb(159, 142, 3)",5072px,1103px,107%,20211201
traditional reggae,"rgb(156, 140, 21)",5261px,1121px,100%,20211201
ritmo kombina,"rgb(166, 141, 6)",6542px,1098px,101%,20211201
albanian folk,"rgb(124, 139, 42)",15344px,448px,100%,20211201
toronto rap,"rgb(154, 146, 4)",6666px,1061px,111%,20211201
oakland hip hop,"rgb(171, 129, 3)",7077px,1076px,104%,20211201
mluvene slovo,"rgb(94, 122, 5)",16586px,1074px,100%,20211201
austro-german modernism,"rgb(30, 155, 107)",19862px,380px,100%,20211201
naija worship,"rgb(162, 134, 15)",10243px,550px,101%,20211201
australian comedy,"rgb(158, 99, 13)",14348px,996px,100%,20211201
baithak gana,"rgb(176, 129, 18)",7968px,875px,100%,20211201
danish jazz,"rgb(78, 151, 133)",15873px,737px,100%,20211201
musica de intervencao,"rgb(105, 149, 14)",14583px,766px,100%,20211201
chinese jazz,"rgb(107, 152, 86)",12970px,785px,100%,20211201
australian blues,"rgb(140, 135, 32)",11960px,785px,100%,20211201
noisecore,"rgb(214, 27, 146)",10325px,195px,100%,20211201
musica caririense,"rgb(137, 145, 5)",9425px,818px,100%,20211201
new delhi indie,"rgb(147, 142, 72)",6565px,650px,100%,20211201
connecticut indie,"rgb(153, 132, 42)",11526px,473px,100%,20211201
rosary,"rgb(69, 164, 40)",15899px,345px,101%,20211201
tijuana indie,"rgb(171, 125, 69)",9272px,426px,100%,20211201
ostrock,"rgb(151, 132, 15)",9065px,670px,100%,20211201
nova musica carioca,"rgb(130, 144, 34)",10895px,842px,101%,20211201
outlaw country,"rgb(113, 138, 10)",13630px,904px,107%,20211201
wuhan indie,"rgb(166, 132, 54)",7187px,492px,100%,20211201
jazz tico,"rgb(106, 153, 107)",14101px,822px,100%,20211201
belarusian indie,"rgb(179, 124, 31)",5801px,596px,101%,20211201
brasilia indie,"rgb(150, 141, 22)",8835px,666px,100%,20211201
nu-metalcore,"rgb(226, 85, 38)",3582px,312px,102%,20211201
indie rock colombiano,"rgb(168, 128, 47)",5825px,440px,100%,20211201
malaysian tamil pop,"rgb(182, 128, 5)",5085px,988px,100%,20211201
mexican rock-and-roll,"rgb(130, 143, 12)",13045px,752px,102%,20211201
czech country,"rgb(131, 140, 6)",12293px,717px,100%,20211201
vintage cantonese pop,"rgb(125, 148, 3)",12464px,634px,100%,20211201
tamil pop,"rgb(153, 136, 14)",8666px,912px,105%,20211201
rautalanka,"rgb(173, 136, 118)",8955px,492px,100%,20211201
pinoy metal,"rgb(219, 74, 49)",9517px,316px,100%,20211201
chicago soul,"rgb(128, 129, 7)",14027px,750px,102%,20211201
classic canadian rock,"rgb(163, 123, 18)",9933px,527px,104%,20211201
pop rap,"rgb(177, 132, 7)",4454px,1015px,132%,20211201
musica indigena brasileira,"rgb(116, 141, 14)",12204px,883px,100%,20211201
dominican pop,"rgb(181, 134, 6)",8290px,1123px,105%,20211201
bisaya rap,"rgb(139, 150, 28)",8654px,1083px,100%,20211201
thai teen pop,"rgb(162, 141, 9)",5286px,833px,101%,20211201
hamburg hip hop,"rgb(169, 130, 27)",8028px,1063px,104%,20211201
bounce,"rgb(180, 128, 17)",3739px,1141px,101%,20211201
alberta hip hop,"rgb(151, 145, 7)",6780px,1081px,100%,20211201
marimba orquesta,"rgb(161, 150, 79)",8617px,1159px,100%,20211201
lithuanian hip hop,"rgb(171, 133, 22)",5486px,1074px,100%,20211201
deep east coast hip hop,"rgb(173, 114, 22)",5864px,1125px,100%,20211201
deep disco house,"rgb(174, 142, 172)",608px,1358px,102%,20211201
moravian folk,"rgb(73, 163, 15)",18463px,475px,100%,20211201
italo beats,"rgb(218, 121, 77)",938px,986px,100%,20211201
indie curitibano,"rgb(142, 143, 24)",9053px,750px,101%,20211201
pakistani rock,"rgb(154, 135, 26)",8157px,569px,100%,20211201
future house,"rgb(214, 125, 70)",2115px,889px,103%,20211201
socal pop punk,"rgb(216, 97, 16)",5315px,416px,105%,20211201
vermont indie,"rgb(119, 142, 49)",13105px,550px,101%,20211201
german viral rap,"rgb(133, 148, 12)",8366px,1164px,101%,20211201
canzone d'autore,"rgb(114, 143, 8)",14222px,646px,102%,20211201
baroque woodwind,"rgb(31, 166, 99)",18780px,452px,100%,20211201
french pop,"rgb(139, 139, 8)",11439px,704px,108%,20211201
springfield mo indie,"rgb(140, 136, 41)",10905px,536px,100%,20211201
nova musica pernambucana,"rgb(148, 139, 35)",9413px,800px,101%,20211201
gainesville indie,"rgb(164, 125, 49)",9383px,454px,100%,20211201
chinese idol pop,"rgb(173, 137, 18)",4191px,766px,101%,20211201
ontario indie,"rgb(156, 133, 39)",9823px,492px,101%,20211201
windsor on indie,"rgb(170, 125, 40)",7689px,440px,100%,20211201
honky-tonk piano,"rgb(126, 145, 171)",13990px,969px,100%,20211201
palm desert scene,"rgb(185, 111, 80)",10806px,366px,102%,20211201
classic girl group,"rgb(141, 126, 5)",12552px,709px,102%,20211201
fo jing,"rgb(82, 166, 65)",14299px,322px,100%,20211201
musica colombiana instrumental,"rgb(119, 161, 94)",13376px,879px,100%,20211201
classic belgian pop,"rgb(156, 134, 8)",7841px,742px,101%,20211201
cancion infantil mexicana,"rgb(148, 134, 7)",10822px,1015px,101%,20211201
carnaval limburg,"rgb(169, 128, 8)",7483px,791px,100%,20211201
ilahiler,"rgb(107, 146, 18)",14410px,581px,100%,20211201
gospel rap,"rgb(179, 126, 11)",7173px,1031px,100%,20211201
chinese post-rock,"rgb(121, 148, 148)",11287px,384px,100%,20211201
chinese hip hop,"rgb(172, 135, 14)",6129px,1028px,101%,20211201
chamorro pop,"rgb(131, 141, 68)",11203px,869px,100%,20211201
western saharan folk,"rgb(137, 141, 46)",12924px,875px,100%,20211201
sundanese traditional,"rgb(91, 162, 123)",16900px,850px,100%,20211201
pinoy hip hop,"rgb(153, 141, 8)",6091px,1081px,103%,20211201
mongolian hip hop,"rgb(166, 136, 46)",3661px,1118px,100%,20211201
telugu hip hop,"rgb(164, 141, 14)",5664px,1139px,100%,20211201
bc underground hip hop,"rgb(164, 134, 9)",7954px,1037px,102%,20211201
uk tech house,"rgb(209, 127, 187)",132px,1400px,101%,20211201
indie electronica,"rgb(137, 143, 147)",6304px,827px,100%,20211201
chant basque,"rgb(120, 132, 54)",14075px,579px,100%,20211201
shamisen,"rgb(125, 145, 164)",11983px,1152px,100%,20211201
grimewave,"rgb(178, 130, 145)",3291px,982px,100%,20211201
norwegian house,"rgb(163, 147, 161)",1582px,1132px,100%,20211201
italian experimental,"rgb(116, 128, 174)",12031px,366px,100%,20211201
musica prehispanica,"rgb(104, 141, 122)",11698px,807px,100%,20211201
violao,"rgb(84, 157, 93)",16292px,906px,102%,20211201
indian violin,"rgb(128, 136, 114)",16875px,800px,100%,20211201
progressive uplifting trance,"rgb(224, 116, 156)",1282px,539px,101%,20211201
british classical piano,"rgb(32, 161, 198)",19451px,484px,100%,20211201
saskatchewan indie,"rgb(142, 140, 37)",10807px,512px,102%,20211201
granada indie,"rgb(176, 129, 45)",6689px,430px,100%,20211201
kenyan pop,"rgb(174, 135, 20)",6530px,996px,100%,20211201
ohio indie,"rgb(161, 123, 45)",10979px,406px,100%,20211201
pop rock,"rgb(165, 132, 14)",7567px,518px,123%,20211201
german pop rock,"rgb(172, 132, 15)",4692px,532px,102%,20211201
indie singer-songwriter,"rgb(102, 146, 40)",13831px,548px,100%,20211201
south carolina indie,"rgb(152, 134, 27)",10645px,494px,101%,20211201
brass band brasileiro,"rgb(158, 128, 145)",9984px,881px,100%,20211201
hammered dulcimer,"rgb(94, 166, 160)",14558px,698px,100%,20211201
rap abc paulista,"rgb(153, 136, 16)",10598px,1046px,100%,20211201
celtic rock,"rgb(162, 129, 29)",10905px,446px,104%,20211201
instrumental surf,"rgb(196, 109, 133)",11348px,438px,100%,20211201
jewish a capella,"rgb(135, 136, 3)",12824px,550px,100%,20211201
blues-rock guitar,"rgb(163, 128, 22)",10883px,827px,100%,20211201
memphis indie,"rgb(177, 116, 54)",10020px,380px,100%,20211201
punk,"rgb(213, 85, 35)",8379px,366px,109%,20211201
cumbia villera,"rgb(188, 133, 4)",8278px,984px,105%,20211201
russian old school hip hop,"rgb(187, 114, 9)",9587px,1037px,100%,20211201
pop r&b,"rgb(148, 147, 3)",6781px,926px,110%,20211201
macedonian hip hop,"rgb(167, 130, 16)",5740px,1054px,100%,20211201
shoegaze brasileiro,"rgb(164, 127, 109)",9761px,295px,100%,20211201
